CLAVE DE INMUEBLE,TECNOLOGIA INSTALADA,ANCHO DE BANDA CONTRATADO 2014,INSTITUCION,NOMBRE DEL CENTRO,TURNO/HORARIO,NIVEL,REGION,MUNICIPIO,LOCALIDAD,DOMICILIO,CODIGO POSTAL,LONGITUD,LATITUD,ESTATUS
1408702A, iMAX,2 MB,SEJ,MARIA BANCALARI,VESPERTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,REFORMA 677,44200,-103.3538333,20.6801167,SIN SERVICIO
1408708C, iMAX,2 MB,SEJ,ENCARNACION ROSAS,VESPERTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,REPUBLICA DE CHILE 1822 ENTRE BRASIL Y ECUADOR,44920,-103.3779,20.6494,SIN SERVICIO
1408730J, iMAX,2 MB,SEJ,ANTONIA MU—OZ MONTES,MATUTINO,PREESCOLAR,CENTRO,GUADALAJARA,GUADALAJARA,RIO MASCOTA 1966,44870,-103.3281111,20.6445556,SIN SERVICIO
1408736A, iMAX,2 MB,SEJ,MARGARITA MAZA DE JUAREZ,VESPERTINO,PREESCOLAR,CENTRO,GUADALAJARA,GUADALAJARA,RIO REFORMA 533,44890,-103.3205278,20.6369722,SIN SERVICIO
1408739B, iMAX,2 MB,SEJ,QUETZALLI,MATUTINO,PREESCOLAR,CENTRO,GUADALAJARA,GUADALAJARA,RIO TAPACHULA 2725,44890,-103.3101111,20.6474444,SIN SERVICIO
1408743B, iMAX,2 MB,SEJ,ALITZEL,VESPERTINO,PREESCOLAR,CENTRO,GUADALAJARA,GUADALAJARA,RIO TIZAPAN 1368-A,44870,-103.3294167,20.6480278,SIN SERVICIO
1408811K, iMAX,2 MB,SEJ,DR. PEDRO RODRIGUEZ LOMELI,MATUTINO,SECUNDARIA,CENTRO,GUADALAJARA,GUADALAJARA,"SIRON 3961, COL EL VETEL",44720,-103.2775,20.6933333,SIN SERVICIO
1408838J, iMAX,2 MB,SEJ,MARIANO BARCENA,VESPERTINO,PREESCOLAR,CENTRO,GUADALAJARA,GUADALAJARA,SUDAN 540,44770,-103.2941667,20.6716667,SIN SERVICIO
1408851H, iMAX,2 MB,SEJ,MARCELINO GARCIA BARRAGAN,VESPERTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,TOMAS ESCOBEDO 29 ENTRE BENIGNO LOPEZ ,44970,-103.3612778,20.6160833,SIN SERVICIO
1408860F, iMAX,2 MB,SEJ,CRISTOBAL COLON,VESPERTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,VASCO U—EZ DE BALBOA 2672 ENTRE ANDRES DE URDANETA Y ANTONIO DE MARCHENA ,44930,-103.372,20.6403,SIN SERVICIO
1408861J, iMAX,2 MB,SEJ,RAMON G BONFIL,VESPERTINO,PRIMARIA,CENTRO,GUADALAJARA,GUADALAJARA,VASCO U—EZ DE BALBOA 2699 ENTRE FRANCISCO VAZQUEZ CORONADO Y PEDRO MORENO ,44930,-103.374,20.74,SIN SERVICIO
1408881C, iMAX,2 MB,SEJ,JOSE VASCONCELOS,MATUTINO,PREESCOLAR,CENTRO,ACATLAN DE JUAREZ,ACATLAN DE JUAREZ,ALDAMA 25,45700,-103.5994944,20.4275694,SIN SERVICIO
1408886A, iMAX,2 MB,SEJ,JUSTO SIERRA,MATUTINO,PREESCOLAR,CENTRO,ACATLAN DE JUAREZ,ACATLAN DE JUAREZ,FRANCISCO I MADERO 23,45700,-103.5901639,20.4269583,SIN SERVICIO
1408888X, iMAX,2 MB,SEJ,CIPACTLI,MATUTINO,PREESCOLAR,CENTRO,ACATLAN DE JUAREZ,ACATLAN DE JUAREZ,HIDALGO 36,45700,-103.5909556,20.4230167,SIN SERVICIO
1408889B, iMAX,2 MB,SEJ,VICTORIA GOMEZ ORTEGA,MATUTINO,PREESCOLAR,CENTRO,ACATLAN DE JUAREZ,ACATLAN DE JUAREZ,J ANTONIO GRAJEDA,45700,-103.5856194,20.4221167,SIN SERVICIO
1408890A, iMAX,2 MB,SEJ,JUSTO SIERRA,MATUTINO,PRIMARIA,CENTRO,ACATLAN DE JUAREZ,ACATLAN DE JUAREZ,J JESUS ROMERO MAGA—A 1,45718,-103.6135028,20.4071944,SIN SERVICIO
1408896C, iMAX,2 MB,SEJ,EXIQUIO RICO,MATUTINO,PREESCOLAR,CENTRO,ACATLAN DE JUAREZ,ACATLAN DE JUAREZ,MATAMOROS 28,45725,-103.6097222,20.4090389,SIN SERVICIO
1408898K, iMAX,2 MB,SEJ,MARIA JAIME FRANCO,MATUTINO,PREESCOLAR,CENTRO,ACATLAN DE JUAREZ,BELLAVISTA,CIRCUITO SINDICATO ACIONAL AZUCARERO 108,45720,-103.6426944,20.4352417,SIN SERVICIO
1408899D, iMAX,2 MB,SEJ,JUAN ESCUTIA,VESPERTINO,PREESCOLAR,CENTRO,ACATLAN DE JUAREZ,BELLAVISTA,DEL OBRERO 23,45720,-103.6355972,20.4343194,SIN SERVICIO
1408902C, iMAX,2 MB,SEJ,JOSE VASCONCELOS,MATUTINO,PREESCOLAR,CENTRO,ACATLAN DE JUAREZ,SAN JOSE DE LOS POZOS (LOS POZOS),AQUILES SERDAN 5,45700,-103.5707111,20.350575,SIN SERVICIO
1408903G, iMAX,2 MB,SEJ,AQUILES SERDAN,MATUTINO,PRIMARIA,CENTRO,ACATLAN DE JUAREZ,SAN JOSE DE LOS POZOS (LOS POZOS),AQUILES SERDAN 93,45700,-103.5707111,20.350575,SIN SERVICIO
1408904K, iMAX,2 MB,SEJ,INDEPENDENCIA,MATUTINO,SECUNDARIA,CENTRO,ACATLAN DE JUAREZ,SAN JOSE DE LOS POZOS (LOS POZOS),TRINIDAD # 24,45700,-103.5707111,20.350575,SIN SERVICIO
1408923K, iMAX,2 MB,SEJ,CAM IXTLAHUACAN DEL RIO,MATUTINO,ESPECIAL,CENTRO,IXTLAHUACAN DEL RIO,IXTLAHUACAN DEL RIO,CERRADA DE LA MORA SN,45260,-103.2448333,20.8606111,SIN SERVICIO
1408924D, iMAX,2 MB,SEJ,ESC. SEC. TEC. O.54,MATUTINO,SECUNDARIA,CENTRO,IXTLAHUACAN DEL RIO,IXTLAHUACAN DEL RIO,FILIBERTO RUVALCABA SANCHEZ COL. LA GARITA,45260,-103.2416111,20.8560833,SIN SERVICIO
1408927E, iMAX,2 MB,SEJ,CECYTEJ 8,MATUTINO,BACHILLERATO,CENTRO,IXTLAHUACAN DEL RIO,IXTLAHUACAN DEL RIO,"HERRERA Y CAIRO 120 ENTRE GONZALO GOMEZ Y CERRADA DE LA MORA,COL LA GARITA",45260,-103.2419722,20.8590833,SIN SERVICIO
1408931E, iMAX,2 MB,SEJ,NI—OS HEROES,MATUTINO,PREESCOLAR,CENTRO,IXTLAHUACAN DEL RIO,IXTLAHUACAN DEL RIO,PICO DE ORIZABA 48,45260,-103.2461667,20.8640556,SIN SERVICIO
1408932X, iMAX,2 MB,SEJ,JAIME TORRES BODET,VESPERTINO,PRIMARIA,CENTRO,IXTLAHUACAN DEL RIO,IXTLAHUACAN DEL RIO,"PROLONGACION PEDRO LOZA 263ENTRE INDUSTRIA Y ZARAGOZA,COL LA CRUZ",45260,-103.24175,20.8648889,SIN SERVICIO
1408935J, iMAX,2 MB,SEJ,CUAUHTEMOC,VESPERTINO,PREESCOLAR,CENTRO,IXTLAHUACAN DEL RIO,MASCUALA,CAMINO REAL,45280,-103.2768167,20.7691694,SIN SERVICIO
1408941G, iMAX,2 MB,SEJ,FRANCISCO RODRIGUEZ GOMEZ,MATUTINO,PREESCOLAR,CENTRO,IXTLAHUACAN DEL RIO,TREJOS,BENITO JUAREZ,45280,-103.1945,20.6233611,SIN SERVICIO
1408942K, iMAX,2 MB,SEJ,VENUSTIANO CARRANZA,VESPERTINO,PRIMARIA,CENTRO,IXTLAHUACAN DEL RIO,TREJOS,BENITO JUAREZ 102 ENTRE EMILIANO ZAPATA Y MARIANO ARISTA,45280,-103.1925833,20.7895556,SIN SERVICIO
1408950E, iMAX,2 MB,SEJ,PRAXEDIS GUERRERO,MATUTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZU—IGA,TLAJOMULCO DE ZU—IGA,CAMICHIN 102,45645,-103.4363889,20.5351944,SIN SERVICIO
1408963H, iMAX,2 MB,SEJ,IRENE ROBLEDO GARCIA,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,TLAJOMULCO DE ZU—IGA,LABOR 45,45670,-103.254,20.4746944,SIN SERVICIO
1408987F, iMAX,2 MB,SEJ,EMMA GODOY LOBATO,MATUTINO,ESPECIAL,CENTRO,TLAJOMULCO DE ZU—IGA,CAJITITLAN,MADERO,45670,-103.3098722,20.4305722,SIN SERVICIO
1409000C, iMAX,2 MB,SEJ,ENRIQUE GONZALEZ MARTINEZ,MATUTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZU—IGA,SAN MIGUEL CUYUTLAN,GUAMUCHIL 50,45660,-103.39525,20.42575,SIN SERVICIO
1409008B, iMAX,2 MB,SEJ,IDOLINA GAONA DE COSIO,MATUTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,LOS GAVILANES,HIDALGO ESQ. LA SOLEDAD,45645,-103.7930556,20.9177778,SIN SERVICIO
1409010E, iMAX,2 MB,SEJ,VICTOR GALLO MARTINEZ,MATUTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,EL LAUREL,"VEREDA DEL TULIPAN 25,COL LOS LAURELES",45670,-103.2429444,20.4401944,SIN SERVICIO
1409011X, iMAX,2 MB,SEJ,SOR JUANA INES DE LA CRUZ,MATUTINO,SECUNDARIA,CENTRO,TLAJOMULCO DE ZU—IGA,LOMAS DE TEJEDA,AV. LOMAS DE TEJEDA 200 COL. LOMAS DE TEJEDA,45641,-103.4041,20.4638,SIN SERVICIO
1409012B, iMAX,2 MB,SEJ,JUAN JACOBO ROUSSEAU,MATUTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZU—IGA,LOMAS DE TEJEDA,LAZARO CARDENAS 33,45640,-103.4009722,20.468,SIN SERVICIO
1409013F, iMAX,2 MB,SEJ,MARIANO AZUELA,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,LOMAS DE TEJEDA,CALLE FRANCISCO Y MADERO Y LAZARO CARDENAS SN,45640,-103.39,20.4673056,SIN SERVICIO
1409021K, iMAX,2 MB,SEJ,HUEMAC,VESPERTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZU—IGA,SAN AGUSTIN,LOMAS DE ACATIC 10,45645,-103.4643056,20.5263611,SIN SERVICIO
1409024A, iMAX,2 MB,SEJ,JOSE TRINIDAD MARTINEZ R,VESPERTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZU—IGA,SAN AGUSTIN,PEDRO LOZA 134,45645,-103.4676944,20.5472222,SIN SERVICIO
1409028F, iMAX,2 MB,SEJ,PEDRO ASCENCIO,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,SAN AGUSTIN,SAN JUDAS TADEO 10,45645,-103.465,20.5341,SIN SERVICIO
1409031B, iMAX,2 MB,SEJ,EMILIANO ZAPATA,MATUTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,EL REFUGIO,EMILIANO ZAPATA 10 ENTRE 20 DE OVIEMBRE Y MORELOS ,45659,-103.2933333,20.5330556,SIN SERVICIO
1409032F, iMAX,2 MB,SEJ,AGUSTIN MELGAR,MATUTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZU—IGA,EL REFUGIO,REFUGIO DEL VALLE,45659,-103.2887222,20.5277778,SIN SERVICIO
1409037D, iMAX,2 MB,SEJ,COLEGIO DE BACHILLERES 10,MATUTINO,BACHILLERATO,CENTRO,TLAJOMULCO DE ZU—IGA,SAN SEBASTIAN EL GRANDE,CARRETERA LIBRE A TLOJOMULCO 10 SAN SEBASTIAN EL GRANDE,45650,-103.4280556,20.5352778,SIN SERVICIO
1409038H, iMAX,2 MB,SEJ,IRMA LLAUGER AVARRO,VESPERTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZU—IGA,SAN SEBASTIAN EL GRANDE,CONSTITUCION,45650,-103.4236667,20.5295278,SIN SERVICIO
1409039A, iMAX,2 MB,SEJ,MA DE LAS MERCEDES GLORIA FLORES,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,SAN SEBASTIAN EL GRANDE,CUAUHTEMOC # 22 ,45650,-103.2544,20.3199,SIN SERVICIO
1409040K, iMAX,2 MB,SEJ,ANTONIO AGUILAR RAMIREZ,MATUTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,SAN SEBASTIAN EL GRANDE,EMILIANO ZAPATA # 130,45650,-103.4397222,20.5413889,SIN SERVICIO
1409044E, iMAX,2 MB,SEJ,JUAN JOSE ARREOLA,VESPERTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZU—IGA,SAN SEBASTIAN EL GRANDE,JARDINES DE VERANO,45650,-103.4423333,20.5324444,SIN SERVICIO
1409054G, iMAX,2 MB,SEJ,VICTORIANO ZEPEDA CAMACHO,MATUTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZU—IGA,SANTA CRUZ DE LAS FLORES,JAVIER MINA 49,45640,-103.5024167,20.4795,SIN SERVICIO
1409056D, iMAX,2 MB,SEJ,15 DE MAYO,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,SANTA CRUZ DEL VALLE,1 DE MAYO 4 ORIENTE ENTRE GONZALEZ GALLO ,45655,-103.3335556,20.5474167,SIN SERVICIO
1409057H, iMAX,2 MB,SEJ,JOSE ROLON,VESPERTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZU—IGA,SANTA CRUZ DEL VALLE,1 DE MAYO 5,45655,-103.3352778,20.5538889,SIN SERVICIO
1409059E, iMAX,2 MB,SEJ,ALFREDO RAMON PLASCENCIA JAUREGUI,VESPERTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZU—IGA,SANTA CRUZ DEL VALLE,ANTIGUA CARRETERA CHAPALA,45655,-103.3402778,20.5736111,SIN SERVICIO
1409061H, iMAX,2 MB,SEJ,ESC. SEC. TEC. O. 59,MATUTINO,SECUNDARIA,CENTRO,TLAJOMULCO DE ZU—IGA,SANTA CRUZ DEL VALLE,GONZALEZ GALLO 9 ENTRE PLUTARCO ELIAS CALLES Y MARIANO BARCENAS ,45655,-103.3351667,20.5456389,SIN SERVICIO
1409062A, iMAX,2 MB,SEJ,BENITO JUAREZ GARCIA,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,SANTA CRUZ DEL VALLE,J JESUS LOPEZ SALCIDO 20 ENTRE SAN PABLO Y SANTA ROSA ,45655,-103.3318056,20.5640278,SIN SERVICIO
1409063E, iMAX,2 MB,SEJ,VENUSTIANO CARRANZA,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,SANTA CRUZ DEL VALLE,JUAREZ ENTRE FRANCISCO I MADERO Y 0 ,45655,-103.3327222,20.5490833,SIN SERVICIO
1409067J, iMAX,2 MB,SEJ,RICARDO FLORES MAGON,VESPERTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZU—IGA,LA UNION DEL CUATRO (SAN JOSE DEL VALLE),AVENIDA CONCEPCION,45655,-103.3791944,20.5298056,SIN SERVICIO
1409072C, iMAX,2 MB,SEJ,BENITO JUAREZ,MATUTINO,SECUNDARIA,CENTRO,TLAJOMULCO DE ZU—IGA,LA UNION DEL CUATRO (SAN JOSE DEL VALLE),JAVIER MINA ESQ. CANAL DEL SIAPA COL. UNION DEL 4,45655,-103.3611111,20.5297222,SIN SERVICIO
1409073G, iMAX,2 MB,SEJ,LEONA VICARIO,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,LA UNION DEL CUATRO (SAN JOSE DEL VALLE),JUAREZ #2 COL.CONCEPCION DEL VALLE,45655,-103.3748333,20.5278611,SIN SERVICIO
1409074K, iMAX,2 MB,SEJ,MANUEL ACU—A,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,LA UNION DEL CUATRO (SAN JOSE DEL VALLE),COL VILLA DE LA ARBOLADA LAGOS EZ 160,45655,-103.3689444,20.5220556,SIN SERVICIO
1409076H, iMAX,2 MB,SEJ,ANTONIO GARCIA CUBAS,VESPERTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZU—IGA,LA UNION DEL CUATRO (SAN JOSE DEL VALLE),MORELOS 3,45655,-103.3763611,20.5291111,SIN SERVICIO
1409080H, iMAX,2 MB,SEJ,ESC. SEC. TEC. O. 172,MATUTINO,SECUNDARIA,CENTRO,TLAJOMULCO DE ZU—IGA,LA UNION DEL CUATRO (SAN JOSE DEL VALLE),VALLE DE SAN SALVADOR 1200 ENTRE VALLE DE SAN MATEO Y SANTA IMELDA ,45655,-103.3683,20.5474,SIN SERVICIO
1409082E, iMAX,2 MB,SEJ,JUSTO SIERRA,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,LA UNION DEL CUATRO (SAN JOSE DEL VALLE),VALLE SAN ROBERTO ENTRE VALLE DE SAN JOSE Y 0 ,45655,-103.36925,20.5459694,SIN SERVICIO
1409083X, iMAX,2 MB,SEJ,JOSE IGNACIO DAVILA GARIBI,VESPERTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZU—IGA,ZAPOTE DEL VALLE (ZAPOTE DE SANTA CRUZ),ALFONSO REYES 44,45672,-103.2933333,20.5088889,SIN SERVICIO
1409084B, iMAX,2 MB,SEJ,EMILIANO ZAPATA,MATUTINO,SECUNDARIA,CENTRO,TLAJOMULCO DE ZU—IGA,ZAPOTE DEL VALLE (ZAPOTE DE SANTA CRUZ),JUAREZ 152 ENTRE AVENIDA DE LOS MAESTROS Y VICENTE GUERREROCOL EL ZAPOTE,45672,-103.2966667,20.5069444,SIN SERVICIO
1409085F, iMAX,2 MB,SEJ,LAZARO CARDENAS DEL RIO,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,ZAPOTE DEL VALLE (ZAPOTE DE SANTA CRUZ),"REVOLUCION 73,COL ZAPOTE DEL VALLE",45672,-103.2928056,20.5071667,SIN SERVICIO
1409091C, iMAX,2 MB,SEJ,15 DE MAYO,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,LA ALAMEDA,FRANCISCO PAZ 121 ENTRE PINO Y CEDRO,45679,-103.2479722,20.4959444,SIN SERVICIO
1409094D, iMAX,2 MB,SEJ,FERNANDO MONTES DE OCA,MATUTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZU—IGA,JARDINES DE LA CALERA,CALLEJON DEL OLMO 2,45640,-103.2685556,20.4530556,SIN SERVICIO
1409097E, iMAX,2 MB,SEJ,JOSE ANTONIO TORRES,MATUTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,PALOMAR,SAN JOSE 126 COL. SANTA ISABEL.,45643,-103.4523333,20.5814722,SIN SERVICIO
1409107J, iMAX,2 MB,SEJ,SERAPIO RENDÓN,MATUTINO,SECUNDARIA,CENTRO,TLAJOMULCO DE ZU—IGA,JARDINES DE SAN SEBASTIAN,LOMAS DE BUENOS AIRES # 155,45645,-103.4025,20.4941667,SIN SERVICIO
1409108C, iMAX,2 MB,SEJ,MARIA IZQUIERDO,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,JARDINES DE SAN SEBASTIAN,LOMAS DE BUENOS AIRES 51 COL.LOMAS DEL SUR,45645,-103.4020556,20.4947778,SIN SERVICIO
1409109G, iMAX,2 MB,SEJ,NICOLAS BRAVO,VESPERTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZU—IGA,JARDINES DE SAN SEBASTIAN,LOMA DE IBIZA,45640,-103.415,20.4925,SIN SERVICIO
1409110F, iMAX,2 MB,SEJ,RAFAEL RAMIREZ,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,JARDINES DE SAN SEBASTIAN,PASEO DE LAS MAGNOLIAS 199 COL. JARDINES DE SAN SEBASTIAN,45650,-103.4215556,20.5197222,SIN SERVICIO
1409111J, iMAX,2 MB,SEJ,JOSEFA ORTIZ DE DOMINGUEZ,MATUTINO,SECUNDARIA,CENTRO,TLAJOMULCO DE ZU—IGA,JARDINES DE SAN SEBASTIAN,CALANDRIA S/N COL.JARDINES DE SAN SEBASTIAN,45650,-103.4238056,20.5160556,SIN SERVICIO
1409112C, iMAX,2 MB,SEJ,JESUS GUERRERO GALVAN,MATUTINO,SECUNDARIA,CENTRO,TLAJOMULCO DE ZU—IGA,LA PIEDRERA,LAGO DE CHAPALA SN,45645,-103.4684722,20.5239167,SIN SERVICIO
1409124B, iMAX,2 MB,SEJ,ADOLFO LOPEZ MATEOS,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,HACIENDA SANTA FE,BLV. SANTA FE O.94,45640,-103.385,20.5236111,SIN SERVICIO
1409125F, iMAX,2 MB,SEJ,AGUSTIN YA—EZ,VESPERTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZU—IGA,HACIENDA SANTA FE,BOULEVARD BELICE,N/D,-103.3756944,20.5125556,SIN SERVICIO
1409127C, iMAX,2 MB,SEJ,LA ESPERANZA,VESPERTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZU—IGA,HACIENDA SANTA FE,BOULEVARD SAO PAULO,45640,-103.3772222,20.5161111,SIN SERVICIO
1409130J, iMAX,2 MB,SEJ,SANTOS DEGOLLADO,VESPERTINO,PRIMARIA,CENTRO,TLAJOMULCO DE ZU—IGA,HACIENDA SANTA FE,SANTA ISABEL 124 COL. CHULAVISTA,45655,-103.3681944,20.5073611,SIN SERVICIO
1409132G, iMAX,2 MB,SEJ,FRANCISCO VILLA,VESPERTINO,PREESCOLAR,CENTRO,TLAJOMULCO DE ZU—IGA,HACIENDA SANTA FE,TOLEDO S/N HACIENDA SANTA FE,45655,-103.38525,20.5198056,SIN SERVICIO
1409135H, iMAX,2 MB,SEJ,ROSAURA ZAPATA CANO,MATUTINO,PREESCOLAR,CENTRO,VILLA CORONA,VILLA CORONA,AVENIDA LAZARO CARDENAS 1,45730,-103.6612333,20.4193889,SIN SERVICIO
1409139B, iMAX,2 MB,SEJ,GABRIELA MISTRAL,MATUTINO,PREESCOLAR,CENTRO,VILLA CORONA,VILLA CORONA,LERDO DE TEJADA 200,45730,-103.6670889,20.4126972,SIN SERVICIO
1409141E, iMAX,2 MB,SEJ,LAZARO CARDENAS DEL RIO,MATUTINO,PREESCOLAR,CENTRO,VILLA CORONA,VILLA CORONA,MATAMOROS 38,45730,-103.6656139,20.4193056,SIN SERVICIO
1409145J, iMAX,2 MB,SEJ,CAIC VILLA CORONA,DISCONTINUO,PREESCOLAR,CENTRO,VILLA CORONA,VILLA CORONA,ZARAGOZA 22,45730,-103.6627778,20.4137889,SIN SERVICIO
1409147G, iMAX,2 MB,SEJ,SOR JUANA INES DE LA CRUZ,MATUTINO,PREESCOLAR,CENTRO,VILLA CORONA,ATOTONILCO EL BAJO,CONSTITUCION 2 A,45745,-103.6750778,20.3478778,SIN SERVICIO
1409148K, iMAX,2 MB,SEJ,JOSE MA MORELOS Y PAVON,VESPERTINO,PRIMARIA,CENTRO,VILLA CORONA,ATOTONILCO EL BAJO,ITURBIDE 43,45745,-103.673125,20.34955,SIN SERVICIO
1409149D, iMAX,2 MB,SEJ,MANUEL LOPEZ COTILLA,MATUTINO,PRIMARIA,CENTRO,VILLA CORONA,ATOTONILCO EL BAJO,PROGRESO 3,45745,-103.6767722,20.3481028,SIN SERVICIO
1409150C, iMAX,2 MB,SEJ,VENUSTIANO CARRANZA,MATUTINO,SECUNDARIA,CENTRO,VILLA CORONA,EL BARRO,CAMINO A AVAJAS # 1,45730,-103.7509944,20.4725139,SIN SERVICIO
1409151G, iMAX,2 MB,SEJ,BENITO JUAREZ,MATUTINO,PREESCOLAR,CENTRO,VILLA CORONA,EL BARRO,JOSE GUERRERO 16,45730,-103.7509944,20.4725139,SIN SERVICIO
1409173H, iMAX,2 MB,SEJ,BERTHA VON GLUMMER,MATUTINO,PREESCOLAR,CENTRO,ZAPOPAN,ZAPOPAN,4 DE FEBRERO 2201,45036,-103.4389722,20.6528333,SIN SERVICIO
1409174A, iMAX,2 MB,SEJ,ESCUELA PREPARATORIA 15,MATUTINO,BACHILLERATO,CENTRO,ZAPOPAN,ZAPOPAN,5 DE MAYO,45019,-103.4426694,20.7100833,SIN SERVICIO
1409177B, iMAX,2 MB,SEJ,PEDRO MORENO,VESPERTINO,PRIMARIA,CENTRO,ZAPOPAN,ZAPOPAN,A LA EXPLANADA 115 ENTRE ABOGADOS Y AV CORDILLERAS ,45020,-103.4158167,20.67195,SIN SERVICIO
1409192H, iMAX,2 MB,SEJ,JOSE LOPEZ PORTILLO  EBER,MATUTINO,PRIMARIA,CENTRO,ZAPOPAN,ZAPOPAN,ALLENDE,45236,-103.3496444,20.7207028,SIN SERVICIO
1409193A, iMAX,2 MB,SEJ,EMILIANO ZAPATA,MATUTINO,PRIMARIA,CENTRO,ZAPOPAN,ZAPOPAN,ALLENDE UM 11 COL.EL COLLI,45070,-103.5016667,20.7705556,SIN SERVICIO
1409207K, iMAX,2 MB,SEJ,MIGUEL HIDALGO,VESPERTINO,PRIMARIA,CENTRO,ZAPOPAN,ZAPOPAN,AQUILES SERDAN SN ESQ.HIDALGO,45230,-103.4603333,20.6216944,SIN SERVICIO
1409223J, iMAX,2 MB,SEJ,ARACELI SOUZA DUE—AS,VESPERTINO,PREESCOLAR,CENTRO,ZAPOPAN,ZAPOPAN,ARTURO CHAIRES 1608,45070,-103.428,20.6394444,SIN SERVICIO
1409258C, iMAX,2 MB,SEJ,CLUB ROTARIO DE GUADALAJARA,MATUTINO,PREESCOLAR,CENTRO,ZAPOPAN,ZAPOPAN,AVENIDA CRUZ DEL SUR 3375,45086,-103.4066111,20.6294444,SIN SERVICIO
1409275F, iMAX,2 MB,SEJ,SALVADOR LOPEZ CHAVEZ,VESPERTINO,PRIMARIA,CENTRO,ZAPOPAN,ZAPOPAN,AV. DEL PINAR # 2900 COL. PINAR LA CALMA,45080,-103.6652778,20.6494444,SIN SERVICIO
1409282G, iMAX,2 MB,SEJ,AURORA SANCHEZ GUTIERREZ ROVELO,MATUTINO,PREESCOLAR,CENTRO,ZAPOPAN,ZAPOPAN,AVENIDA GUADALUPE,45066,-103.4605,20.6286667,SIN SERVICIO
1409304K, iMAX,2 MB,SEJ,MIGUEL HIDALGO Y COSTILLA,MATUTINO,SECUNDARIA,CENTRO,ZAPOPAN,ZAPOPAN,CAMINO A LA TIJERA 119 ENTRE CLAVEL Y MARGARITAS ,45640,-103.4384444,20.5835278,SIN SERVICIO
1409321C, iMAX,2 MB,SEJ,INSTITUTO CABA—AS,MIXTO,PRIMARIA,CENTRO,ZAPOPAN,ZAPOPAN,AV. MARIANO OTERO ESQ LAPIZLAZULLI,45089,-103.4052778,20.645,SIN SERVICIO
1409358D, iMAX,2 MB,SEJ,AMELIA COVARRUBIAS COVARRUBIAS,VESPERTINO,PRIMARIA,CENTRO,ZAPOPAN,ZAPOPAN,PRADOS DE LOS LAURELES 110,45050,-103.4121111,20.6584722,SIN SERVICIO
